text,language
"Mari vlope pitit la nan kouchèt, li mete l' kouche nan yon kay kote yo bay bèt manje, paske pa t' gen plas pou yo nan lotèl la.",Haitian Creole
Sa ka fè l pi fasil pou w anpè ak lòt moun. - Women 12: 10.,Haitian Creole
"Yo konn rann ekspresyon ""soutni sa ki fèb yo"" lòt fason ankò, tankou ""kenbe [moun ki fèb la] fèm"" oubyen ""atache ak"" li.",Haitian Creole
"Sonje apot Pòl te pale de moun ki gen matirite yo antanke ""moun ki rive distenge sa ki byen ak sa ki mal paske yo antrene kapasite yo genyen pou yo konprann nan afòs yo sèvi avè l"".",Haitian Creole
"Li te mande tout moun nan peyi Jida pou yo fè jèn e li te fè tout pèp la ""vin lapriyè nan pye Senyè a"".",Haitian Creole
"Yon limyè ki capte pi plis atansyon fanatik konpa nan nan Karayib la an jeneral, ak nan ti Zantiy yo an patikilye.",Haitian Creole
"Bèje nou an avèk nou, l ap ede nou nan yon fason nou gendwa pa fin konprann nèt okòmansman.",Haitian Creole
"''Chiar şi atunci când ştii cine nu a plătit dar foloseşte încălzirea, ce poţi să faci, să îi dai în judecată şi să ajungi să plăteşti şi mai mult?''",Romanian
"Nu se fumează, a spus chelnerul care le lua comanda.",Romanian
Protestatarii au cerut organizarea unei greve generale de 24 de ore împotriva reformelor sistemului de pensii şi politicilor economice ale guvernului pentru miercuri.,Romanian
"Astronomii bulgari de la observatorul din Rozhen au descoperit o nouă planetă şi ""o pitică maro"", un obiect care este între o planetă şi o stea.",Romanian
"Cea mai bună soluţie pentru aceste cazuri este soluţionarea lor la Haga, a declarat Evans, reiterând poziţia organizaţiei sale în această problemă.",Romanian
"Daca analiza datelor nu funcţionează aşa, lucrurile devin chiar puţin înfricoşătoare, pentru că în zilele noastre apelăm tot mai mult la informatică pentru a lua decizii mult mai importante decât emisiunile TV.",Romanian
"În toate aceste universuri, e ca şi cum imaginaţia este vehiculul prin care se transportă, dar destinaţia este minţile noastre şi cum ne putem reconecta la ceea ce este esenţial şi la magie.",Romanian
"Interesul naţional ar trebui să devină principalul obiectiv al Albaniei, a declarat Franco Fratini din Italia, discutând despre funcţionarea adecvată a parlamentului şi despre echilibrul dintre forţele politice.",Romanian
Purtătorul de cuvânt Rajko Kovacevic a declarat că acuzaţiile au fost lansate de inamicii politici ai lui Djukanovic în scopul subminării DPS şi conducerii muntenegrene.,Romanian
ርእስኻ ንየሆዋ ብምውፋይካን ብምጥማቕካን ብዛዕባ ዝረኸብካዮ በረኸት እሞ ሕሰብ ።,Tigrinya
ብሰንኪ ስራሕ ሓይልኻ ኺጽንቀቕ ከሎ ፡ ካብ ድኻም ንላዕሊ እዩ ዚስምዓካ ።,Tigrinya
"ካብዚ ዚበልጽ እሞ ኣበይ እየ ኽረክብ ዝኽእል ፧ ""በለት ።",Tigrinya
እታ ሚስዮናዊት ኰይና ኣብ ብራዚል ን35 ዓመት ዘገልገለት ዶሪስ ፡ ንኣቦይን ንኣደይን ክትኣልዮም ወሰነት ።,Tigrinya
እዚ ኣብዚ ዝረኣናዮ ትምህርትታት የሱስ ማራኽን ቀሊልን ሓያልን እዩ ።,Tigrinya
ናይ ግምቢ ዘብዐኛ መጽሓፍ ቅዱስ ቤት ትምህርቲ ጊልዓድ ናይ መበል 114 ክፍሊ ተመረቕቲ,Tigrinya
"ሃዋርያ ጳውሎስ ""እቶም ብክርስቶስ የሱስ ብፍርሃት እግዚኣብሄር ኪነብሩ ዚደልዩ ዅሎም ኪስጐጉ እዮም"" ኢሉ ጸሓፈ ።",Tigrinya
ሚገል * ብዛዕባ ስጋዊ ነገራት ዝነበሮ ኣተሓሳስባ ኼተዓራሪ ነበሮ ።,Tigrinya
"Le kpɔɖeŋu me, Biblia ƒo nu tso Aramtɔwo ƒe asrafomegã aɖe si ŋu anyidɔ, alo kpodɔ, nɔ la ŋu.",Ewe
"Ame aɖewo kea ɖi Biblia, etsoƒe, kple asixɔxɔ si le eŋu la.",Ewe
"Kpɔ, June 1, 1972, ƒe yevugbe me Gbetakpɔxɔ, axa 341 - 9.",Ewe
"Le dzila kple ɖevi siwo ŋu nu dzena gome la, mele be teƒe aɖeke navivi na wo ade woƒe aƒeme nu o.",Ewe
"Nu ka tae Kristotɔ gbãtɔ geɖewo do Helagbe, eye nu kae esia fia mí tso Yehowa ŋu?",Ewe
"Egblɔ na mí hã be eteƒe madidi o, ameƒomea ƒe fukpekpewo nu ayi, eye naneke magaɖe fu na mí azɔ o.",Ewe
"Gake esi dukɔa me tɔ geɖewo fa konyi be yewomete ŋu kpɔ Ƒe 1998 Xexea Me Katã Ƒe Dziɖuɖukplu Bɔlƒohoʋiʋli wɔnawo o ta la, dziɖuɖua va ɖe mɔ le ƒe 1999 me be woate ŋu azã television le dukɔa me.",Ewe
"Ne míagblɔe bubui la, togbɔ be dzila agblɔ na via be, 'Menye ɖe ame mawo ku ŋutɔŋutɔ o; ɖeko wobua wɔ abe ɖe woku ene' hã la, ɖevia ƒe susu mate ŋu ade vovototo wo dome o.",Ewe
Modzakaɖeɖe si Megblẽa Nu Le Ame Ŋu O Ye Wònyea alo Susugblẽnue?,Ewe
"Merujuk berbagai survei dan kajian akademis, angkutan umum terus-menerus menjadi tempat yang berbahaya bagi penumpang perempuan.",Indonesian
"Jika memiliki iman demikian, Saudara akan benar - benar merasa pasti bahwa semua harapan dan penantian Saudara, termasuk janji Allah tentang kebangkitan, akan diwujudkan.",Indonesian
"Bulan ini, David Beckham dalam balutan busana Dior muncul di sampul majalah fesyen LOVE 20.5.",Indonesian
"Tetapi kalau Roh Kudus memimpin hidup kita akan terbukti melalui kitasaling mengasihi, bersukacita, hidup damai,sabar dalam kesusahan, bermurah hati, menolong sesama,menepati janji,",Indonesian
"Polisi setempat mengatakan, pria bersenjata itu sejauh ini masih dinyatakan buron.",Indonesian
"Murid sekolah Filipina bersiap-siap menerima vaksin anti demam berdarah di kota Marikina, di sebelah timur Manila.",Indonesian
(اي پيغمبر) نه معلوم اٿئي ڇا ؟ ته آسمانن ۽ زمين جي بادشاھي الله جي آھي ، جنھن کي وڻيس تنھن کي عذاب ڪري ۽ جنھن کي وڻيس تنھن کي بخشي ، ۽ الله سڀڪنھن شيءِ تي وس وارو آھي.,Sindhi
جيڪي دنيا جي حياتيءَ کي آخرت جي حياتيءَ کان وڌيڪ پيارو رکندا آھن ۽ (ماڻھن کي) الله جي واٽ کان جھليندا آھن ۽ ان جي ڏنگائي گھرندا آھن ، اھي وڏيءَ گمراھي ۾ آھن.,Sindhi
اڪثر سندس والدين کيس سندس ڀاءُ اشوڪ تي فلمايل گيت مين بن ڪا پنڇي گنگنائڻ لاءِ منٿَ ڪندا هئا. اشوڪ جي ڪاميابيءَ بعد انوپ پڻ بالِي ووڊ جو رخ ڪيو.,Sindhi
انهن ڏينهن بمبئي ۾ ”ساهت منڊل“ جون هفتيوار گڏجاڻيون ٿينديون هيون. جن ۾ هري موٽواڻي به شريڪ ٿيڻ لڳو. هري موٽواڻي پنهنجي پهرين ڪهاڻي ”تڙي پار“ 1960ع ۾ لکي ۽ بمبئي جي ادبي ڪلاس ۾ پڙهيائين. جيڪا ڏاڍي پسند ڪئي ويئي.,Sindhi
ڇو ته ٽائيڊلي لاڪڊ افيڪٽ ڪارڻ پاڻي ھن جي سطح کان شروعاتي وقت ۾ ئي اڏري ويو ھو. ھن جي وايو منڊل ۾ زھريلي گيسن کان علاوه آڪسيجن نه ھجڻ برابر آھي. جيڪو آيو تي زندگي نا ممڪن بڻائي ڇڏي ٿو.,Sindhi
سويوز خلا بازن کي اسپيس اسٽيشن تائين وٺي ويندو آهي ۽ واپس بہ وٺي ايندو آهي، پاڻي ۽ خوراڪ بہ انجي ذريعي موڪلي ويندي آهي ۽ انجي اندر 3 ٽي خلا بازن جي ويھڻ جي جڳھ هوندي آهي، سويوز هڪ لائف بوٽ Life Boat جيان هوندو آهي ۽ گهٽ ۾ گهٽ هڪ کن سويوز ہمیشہ اسپيس اسٽيشن سان جوڙيل هوندا آهن، ايمرجنسي جي صورت ۾ خلا باز انجي ذريعي واپس زمين تي اچي سگھجن ٿا.,Sindhi
جيڪڏهن ڪو شخص آفيم زهر جي مقدار ۾ کائي يا ايترو کائي جو نشو تمام گهڻو ٿي وڃيس ته -اڪول- جي ڪاٺي، پاڻيءَ ۾ گهوٽي پيارڻ سان آفيم جو اثر بلڪل ختم ٿي وڃي ٿو، پر -ان- ڪم لاءِ اندر واري سخت ڪاٺي کڻبي آهي، جيڪا ڳاڙهي ۽ ڪِٺُ ٿئي ٿي. حڪيمن جو چوڻ آهي ته کير پياڪ ٻارن جي سوڪڙي لاءِ به، هي مفيد ۽ بهترين دوا آهي.,Sindhi
آڳاٽن کترين جو ڌرم هو برهمڻن ۽ ٻين ذاتين جو بچاءُ ڪرڻ. کتري ناس ٿي ويا ته برهمڻن ۽ ٻين جي سنڀال ڪير ڪري؟..,Sindhi
اي ايمان وارؤ پنھنجا آواز پيغمبر جي آواز کان مٿي نه ڪريو ۽ جيئن اوھان جو ھڪ ٻئي سان وڏي سڏ ڳالھائڻ آھي (تئين) ساڻس ڳالھ ڏاڍيان نه ڳالھايو جو متان اوھان جا عمل چٽ ٿي وڃن ۽ اوھين نه پروڙيندا ھجو.,Sindhi
De afgelopen decennia is het machtsevenwicht tussen Japan en China opmerkelijk veranderd.,Dutch
Gecombineerde gevarencodes H301 + H311: na de vermelding GA wordt het volgende ingevoegd:,Dutch
Subthema 1.4 Regeling voor de classificatie van risico 's voor het luchtvaartnavigatiesysteem,Dutch
"passende bescherming van werknemers met een arbeidsovereenkomst die inbreuken melden, tegen ten minste vergelding, discriminatie en andere vormen van onbillijke behandeling door hun werkgever of door derden;",Dutch
"De conclusie van BNFL 's vergelijking van het ""Term Sheet"" van 3 september en het ""Final Term Sheet"" is dat er aanzienlijke gelijkenissen zijn tussen de beide ""Term Sheets"" en dat de uiteindelijke uitkomst veel dichter bij BNFL 's uitgangspositie stond dan bij die van BE.",Dutch
"Artikel 13, lid 1, van de overeenkomst bepaalt het volgende:",Dutch
"Met ingang van 1 januari 2001 is het belastingpercentage, per tranche van de maandelijkse aankopen exclusief BTW, verhoogd van 0,6% tot 2,1% voor aankopen tot 125000 FRF en van 1% tot 3,9% voor aankopen boven 125000 FRF.",Dutch
"de resultaten van een verificatie van het bewijs van de douanestatus van Uniegoederen of, in voorkomend geval, de resultaten van de verificatie van de aanvraag voor de registratie van dergelijk bewijs of voor de goedkeuring van dergelijk bewijs;",Dutch
ایسی شاندار تبدیلی کا تجربہ کرنے کیلئے ، ہمیں سب سے پہلے معاملات کی بابت یہوواہ کا نقطۂنظر جاننے کی ضرورت ہے ۔,Urdu
اس وقت میری اور ڈورتھی کی صحت اچھی نہیں جسکی وجہ سے ہم یہوواہ کی خدمت میں بھرپور حصہ نہیں لے پاتے ۔,Urdu
یہوواہ خدا کی نعمتوں پر غور کرنے سے اُس کی لازوال محبت کے لیے ہمارے دل میں قدر اَور زیادہ بڑھے گی ۔ - زبور 77: 11 ، 12 کو پڑھیں ۔,Urdu
بعدازاں ، اناجیل حاصل کرنے کی میری خواہش مجھے منیلا لے آئی ۔,Urdu
ہر کوئی یقین دہانی میں مصروف ہے کہ کیرالہ کے لوگوں کی مصیبت کم سے کم کی جا سکے ، ان کی تکلیف کو ہم بانٹیں ۔,Urdu
سب سے پہلے اُس نے میری پائنیر خدمت کی درخواست بھیجی ۔,Urdu
لیکن خدا کو ان باتوں کا ذمہدار نہیں ٹھہرایا جا سکتا ۔,Urdu
"Sepp Blatter tuyên bố trong tháng 7 năm 2014 rằng do những lo ngại về việc hoàn thành các địa điểm ở Nga, số lượng địa điểm cho giải đấu có thể giảm từ 12 đến 10.",Vietnamese
Bao nhiêu hành động thay đổi thế giới sẽ diễn ra?,Vietnamese
"Nhờ những lúc cầu nguyện với Cha ngài như thế, Chúa Giê - su được thêm sức mạnh.",Vietnamese
BG: Điều đó thêm chi tiết vào bài nói chuyện.,Vietnamese
"Anh nói: ""Đó là một thử thách, nhưng một lần nữa tôi lại từ chối"".",Vietnamese
"Ôi, thế là văn phòng của mẹ tôi đã quá tải.",Vietnamese
"Như cuốn Niên giám của Nhân - chứng Giê - hô - va năm 1977 (Anh ngữ, trang 258, 259) cho thấy, vào năm 1976 Hội đồng Lãnh đạo Trung ương bắt đầu hoạt động qua sáu ủy ban; mỗi ủy ban được chỉ định trông nom những khía cạnh khác nhau của công việc trên khắp thế giới.",Vietnamese
"Thật vậy, chúng tôi đã làm ""công - việc Chúa cách dư - dật"".",Vietnamese
"Nếu cảm thấy bạn chưa sẵn sàng cho chuyện hẹn hò, cha mẹ có thể sẽ đề nghị bạn giao tiếp rộng rãi với nhiều người, thay vì chỉ chú ý đến một người.",Vietnamese
"Tín đồ đấng Christ thường bị đối xử tồi tệ, và bị mất của cải.",Vietnamese
"मै ऐतबार न करता तो और क्या करता ""हे वाक्य ट्वीट केलं.",Marathi
हा खेळ जगातला सर्वात लोकप्रिय खेळ आहे आणि सर्वोत्तम 32 टीम मैदानात आमने सामने आहेत.,Marathi
"इथे अशी काही कारवाई झाली असती तर नक्कीच कळलं असतं, असं अरविंद कुमार यांचं म्हणणं आहे.",Marathi
"कुष्ठरोग्यांसाठी उपचार, प्रशिक्षण व पुनर्वसन याकरिता त्यांनी रुग्णालयाची व अन्य प्रकल्पांची स्थापना केली.",Marathi
"महाराष्ट्रात मराठा, गुजरातमध्ये पाटीदार किंवा हरियाणामध्ये जाट ही याची उदाहरणं आहेत.",Marathi
"On blâme Internet pour tout, n 'est ce pas ?",French
Le principal impact de l 'assouplissement monétaire est généralement de stimuler la demande pour le logement et donc le volume du secteur de la construction.,French
On espère que la partie enzymatique de la pâte se transforme en carburant pour la partie au levain de la pâte.,French
"La seule riposte efficace est celle d 'une politique anti-cyclique des comptes de capital : mesures de dissuasion vis-à-vis des emprunts étrangers quand l 'économie est à la reprise, mesures de prévention vis-à-vis de la fuite des capitaux, quand elle est au ralenti.",French
Ce qui prenait tout un bâtiment tient maintenant dans nos poches.,French
Si quelqu 'un veut nous aider voilà ce qu' il nous faut.,French
"Quoi qu 'il en soit, alors je propose qu' un enseignement primaire alternatif, quelle que soit l 'alternative désirée, est nécessaire, là où les écoles n' existent pas, où les écoles ne sont pas assez bonnes, où les enseignants ne sont pas disponibles ou lorsque les enseignants ne sont pas assez bons, pour une raison quelconque.",French
"Lukka agamba: ""Bwe baamala okusaba, mu kifo we baakuŋŋaanira ne wakankana; bonna ne bajjula [o] mwoyo [o] mutukuvu, ne boogera ekigambo kya Katonda n'obuvumu."" - Ebikolwa 4: 31.",Ganda
"Osigaza obuvunaanyizibwa obw'okukutulako obutabi n'ebikoola ebiteetaagisa ku bimera, okubirambula okulaba oba nga tewali biwuka oba bisolo bya mu ttaka bibirumba era n'okuggyamu omuddo mu nnimiro yo obulungi ennyo.",Ganda
"Kyo kituufu nti omwana okusobola okunyweza amazima, talina kukoma ku ebyo byokka by'awuliriza mu nkuŋŋaana, ka zibe mu lulimi ki.",Ganda
“Obuziba” bwe butoffaali obuzimba “nabuzimbe” (the building blocks of matter).,Ganda
"Ebyawandiikibwa bigamba nti Sitaani ye 'mufuzi w'ensi eno' era nti ye ""katonda ow'enteekateeka y'ebintu eno.""",Ganda
"Yagamba nti: ""Oba nga... n [n] ali mazizzaawo amaaso ga nnamwandu; oba nga n [n] ali ndidde akamere kange nzekka; so atalina kitaawe taliddeeko...",Ganda
"Na dzień przyjęcia przedmiotowych zobowiązań wartość księgowa portfela pożyczek, o których mowa, wynosiła 1,2 mld EUR.",Polish
"A z dymu wyszła szarańcza na ziemię i dano jej moc, jaką mają skorpiony ziemskie.",Polish
Irlandia i Holandia: Dane dotyczące poziomu ISCED 3 obejmują uczniów i nauczycieli z poziomów ISCED 2 i 4.,Polish
"przeprowadzonej metodą przesiewową przy wskaźniku ilości wyników fałszywie ujemnych poniżej 5%, wskazuje, że poziom nie przekracza odpowiedniego najwyższego dopuszczalnego poziomu PCDD / PCDF ani sumy PCDD / PCDF i dioksynopodobnych PCB, określonych w dyrektywie 2002 / 32 / WE,",Polish
"uwzględniając rozporządzenie Rady (EWG) nr 2377 / 90 z dnia 26 czerwca 1990 r. ustanawiające wspólnotową procedurę określania maksymalnego limitu pozostałości weterynaryjnych produktów leczniczych w środkach spożywczych pochodzenia zwierzęcego [1], w szczególności jego art. 7 i 8,",Polish
"Rozporządzenie ostatnio zmienione rozporządzeniem Komisji (WE) nr 1102 / 2005 (Dz.U. L 183 z 14.7.2005, str. 65).",Polish
"Jak zaznaczono powyżej, ten przywóz z całą pewnością będzie kontynuowany po nałożeniu środków.",Polish
"Mając na względzie powyższe uwagi, nie sposób uwzględnić drugą część zarzutu drugiego.",Polish
Asumsi asiki kaperluang anggén makasami klaim empiris (minakadi asumsi indik realitas punika wénten).,Balinese
Tata cara ngaryanin tapé injin sané kapertama inggih punika baas injin kaumbah ngantos bersih.,Balinese
"Porosan ketahnyané kaanggén ritatkala makarya canang, tur kagenahang ring sampian miwah sané lianan.",Balinese
"Yening sarana anggén ubad kokoan, ambil kirang langkung 100 gram katik tebu sané wau maalap, tunu kirang langkung 10 menit.",Balinese
"Putunnyané akéh pisan silih tunggilnyane Prudence Brando miwah Shane Brando, anak-anak saking Miko C. Brando; anak alitnyané saking Rebecca Brando miwah tetiga anak alitnyané saking Teihotu Brando.",Balinese
Peter Gustav Lejeune Dirichlet rupanyané inggih punika jadma kapertama sané nyinahang algoritma Euclid pinaka dasar saking akéhan teori wilangan.,Balinese
Seega tahaksin mina kui majanduse juhtimise paketi teema raportöör praegu teie juuresolekul pigem vait olla ja sooviksin teile öelda vaid üht: kavatseme oma töös olla väga ranged.,Estonian
"Naistevastane vägivald on diskrimineerimise otsene tagajärg, mistõttu vajame mitmetahulist poliitikat, milles pööratakse erilist tähelepanu väärkoheldud naiste lastele.",Estonian
"Aastal 4 ja edaspidi oli äriühingu B turuosa 20%, sest ta läbimüük oli 40 miljonit eurot aastas.",Estonian
"puudulik ja moondunud teave: teadustegevuse riskitase ja keerukus, välisfinantseerimise vajadus, abisaaja iseloomustus välisfinantseeringute saamiseks;",Estonian
"väljendab heameelt asjaolu üle, et komisjon töötab hindamissuuniste täpsustamise nimel ning et läbivaadatud hindamissuuniste esimese kavandi üle konsulteeritakse 12. novembrist 2013 kuni 25. veebruarini 2014 ja komisjon looda uued suunised vastu võtta 2014. aasta keskel; märgib lisaks, et töö käib ka selle nimel, et arendada välja kohandatud tulemusnäitajad, mille abil hinnata ametite direktorite saavutatud tulemusi, ning nende esimest kavandit on juba ametitega arutatud; ootab huviga lõpliku dokumendi saamist, mis pidi valmima 2014. aasta alguses;",Estonian
"Ma mainin kõiki neid erinevaid huve üksnes selleks, et näidata, kui keerulised need läbirääkimised on olnud.",Estonian
"Paljud meenutavad 1929. aasta kriisi; sellele kriisile järgnenud Teine maailmasõda jagas Euroopa kaheks osaks, millel olid eri arenguteed.",Estonian
"На четири велика рељефа посетиоци ће моћи да виде угравиране сцене из Немањиног живота и српске историје - од битки, преко сахране Стефана Немање, па до породичног стабла династије Немањића Последњих недеља, полемике изазива споменик средњевековном владару Србије Стефану Немањи чије је постављање почело испред некадашње Железничке станице у Београду.",Serbian
"Постоје два основна подтипа, рестриктивни тип и преждеравајуће/пургативни тип (преједање са каснијим избацивањем), а између њих може да постоји преклапање.",Serbian
"Он такође председава Светим архијерејским Сабором, које представља законодавну и врховну власт у оквиру СПЦ.",Serbian
"Међутим, Принс није био задовољан пуким статусом звезде и два албума након Purple Rain је променио смер.",Serbian
"Обдукцију ковид пацијената није забранила Светска здравствена организација (СЗО), како је то у јулу навео министар здравља Златибор Лончар.",Serbian
"Туристи долазе како би видели маске „То је била прилика за младе људе да се сретну и упознају"", објашњава Томас. „Тамо би младићи покушавали да флертују са девојкама јер када се једном ожене такве забаве више нису биле за њих.""",Serbian
"Yehova yahaye Aburahamu ubutunzi, kandi abo mu rugo rwe bari benshi cyane.",Kinyarwanda
"N'ubwo abazutse bazaba ari ba bandi nk'uko bari bameze batarapfa, ntibizaba ngombwa ko imibiri iba ya yindi.",Kinyarwanda
Hari n'igihe dushobora guherekeza ababwiriza b'Ubwami bagira ingaruka nziza mu kuyobora ibyigisho.,Kinyarwanda
Ibyo bituma tugira ibyishimo kandi nta gushidikanya ko binashimisha umutima wa Yehova.,Kinyarwanda
"Yakundaga kumva inkuru zo muri Bibiliya, kandi yabaga ategerezanyije amatsiko icyigisho cya Bibiliya cy'umuryango.",Kinyarwanda
"Ku itariki ya 16 Kamena 2004, Urukiko rw'Umugi wa Moscou rwemeye uwo mwanzuro.",Kinyarwanda
"Urugero, mu mwaka wa 2012, isosiyete yo muri Leta Zunze Ubumwe za Amerika ikora iperereza, yakoze ubushakashatsi kuri iyo ngingo.",Kinyarwanda
Sør for Tolténelva stig fjellkjeda igjen som Cordillera de Mahuidanchi.,Norwegian Nynorsk
Dersom resultatet blir 0 (det er ikkje råd å dele med 0) blir det lagt til 128.,Norwegian Nynorsk
"Dette fordi alle bilete det er gjort endringar i, eller som ikkje er lagra, blir definerte til å vere ""skitne.""",Norwegian Nynorsk
La regjon a scomençà a jessi abitade te epoche protostoriche dai Umbris e dai Etruscs.,Friulian
Jê e Chaplin a forin coleghis inte compagnie par decenis.,Friulian
I media'cjalts' a àn une partecipazion basse e i media'frêts' a àn une partecipazion alte.,Friulian
Georg von Peuerbach (1423-1461) e Regiomontanus (1436-1476) a àn judât a fâ progrès astronomics fondamentâi al svilup dal model eliocentric di Copernic cualchi decade plui indenant.,Friulian
"I principâi sufìs alteratîfs a son il sufìs incressitîf -on, il diminutîf -ut e il peioratîf -at.",Friulian
Lazim e ku em ji aliyê ruhî ve bi dewamî bi pêş ve herin (Kol.,Northern Kurdish
"Loma jî eger ew gunehên mezin bike, gerek ew hesab bide Yehowa û civatê (Rom.",Northern Kurdish
Loma em carinan xwe xerîb dibînin û ji bîr dikin ku îşê Yehowa bi rastî çi qas mezin e.,Northern Kurdish
"Eger tu jî tiştekî wisa bikî, tuyê jî ji Yehowa û Îsa zêdetir hez bikî û ji Bîranînê zêdetir feyde bistînî.",Northern Kurdish
"Jina min, Mayrambûbû, wexta li otobusê bû, ev peyv bihîstin.",Northern Kurdish
"Mesela, eger kesek hez dike xeber de, lê tu wisa nînî, bifikire ku tu çi dikarî ji wî bielimî.",Northern Kurdish
"Berî Tofanê, mirovan pir zehmet dikişand ji bo ku zikê xwe têr bikin, û halê Nûh jî wisa bû (1.",Northern Kurdish
"Niha ew bêtir serbilind in ku ew aîdî teşkîlata Xwedê ne. """,Northern Kurdish
"शिक्षा के अधिकार अधिनियम पर राष्ट्रीय सलाहकार समीति के सदस्य भी रहलें, एह पद पर इनका के यूपीए सरकार नियुक्त कइले रहल। साल 2015 तक ले यादव आम आदमी पार्टी के राष्ट्रीय कार्यकारणी के सदस्य रहलें।",Bhojpuri
कई थे टीवी सीरियल आ क्षेत्रीय सिनेमा के फिलिम सभ में रोल करे वाली देसाई भोजपुरी में भी कई फिलिम सभ में काम क चुकल बाड़ी।,Bhojpuri
"हवाई दीपसमूह में, सभसे पहिले आ के बसे वाला लोग, पहिली सदी के आसपास के दौर में पॉलीनेशिया से आइल रहल।",Bhojpuri
"कम उड़ान क गति पे, एगो पक्षी क हवाई रहे क खातिर जादा चयापचय दर बनौले रखे के चाहेला.",Bhojpuri
"Edellä esitetyn mukainen kulutus, jäljempänä 'yhteisön kulutus', lisääntyi 9 prosenttia tarkastelujaksolla eli vuoden 2004 ja tutkimusajanjakson välillä 1234 tuhannesta tonnista 1342 tuhanteen tonniin.",Finnish
"Jos asennelmassa on kelauslaite, vyönauha on kelattava ulos täyteen pituuteensa vähennettynä 300 ± 3 mm:llä.",Finnish
"olevan lähellä a ja b alakohdassa tarkoitettuja henkilöitä, yhteisöjä ja elimiä.",Finnish
"Komissio lähetti 6 päivänä kesäkuuta 2011 Chips AB:lle kyselylomakkeen, johon yritys ei suoraan vastannut.",Finnish
Keneen / keihin tukiohjelmaa sovelletaan? (merkitkää rasti asianmukaiseen kohtaan / asianmukaisiin kohtiin):,Finnish
"E te tama a te tangata, korero ki nga tamariki a tou iwi, mea atu ki a ratou, Ki te kawea e ahau te hoari ki tetahi whenua, a ka mau nga tangata o te whenua ki tetahi tangata o ratou, ka whakaritea e ratou hei tutei",Maori
"No te mea kihai ratou i rongo ki aku kupu, e ai ta Ihowa, ki aku kupu i unga ra e ahau kia kawea ki a ratou e aku pononga, e nga poropiti, moata ai i te ata ki te unga i a ratou; heoi kihai koutou i rongo, e ai ta Ihowa",Maori
"Otiia ka whakahokia mai ano e ahau a Moapa i te whakarau i nga ra whakamutunga, e ai ta Ihowa.",Maori
"Na ka titiro a Ihu ki a ratou, ka mea, E kore tenei e taea e te tangata, ki te Atua ia ka taea: e taea hoki nga mea katoa e te Atua",Maori
"Ki te mea he ma koe, he tika, ina, ka ara ake ia ki a koe aianei, ka manaakitia ano e ia te nohoanga o tou tika",Maori
Ko John Tamihere he Mema Pāremata o mua o Aotearoa.,Maori
"Hei painga hoki ki a koutou na mea katoa, kia waiho ai ma te aroha noa, e whakanuia nei e te tokomaha, e whakawhetai, kia hira rawa ai te kororia o te Atua",Maori
"He pai te tote: otira ki te pirau te tote, ma te aha e whai tikanga tote ai?",Maori
Nui atu oku mahara i o oku kaiwhakaako katoa: noku i whakaaroaro tonu ki au whakaaturanga,Maori
"Na ka utu a Napara ki ta nga tangata a Rawiri, ka mea, Ko wai a Rawiri? ko wai hoki te tama a Hehe? he tini nga pononga i enei ra e tahuri ana i o ratou rangatira",Maori
"Sagpaminsan, no saan a nakainum ti agsiuman kadakami, igatangannakami iti kanenmi ken manongko.",Ilocano
"Idi nababa ti markana idiay eskuelaan, nakapungtot unay ket inubor ken binuongna dagiti tawa.",Ilocano
"Kinunana a kaaduan kadagiti napagatapan ti insigida a pinaltoganda, a saanen a napagsaludsodan.",Ilocano
"Ninamnamak a mairaman ti tae kwon do iti Olimpiada, ket kasta ti napasamak.",Ilocano
"Kas kinuna ni Pablo, awan ti pamuon maipaay iti maysa a pudno a Kristiano no di daydiay naisaad iti Sao ti Dios - ni Jesu - Kristo.",Ilocano
Isu ti Dios a nangikari nga imdenganna ti kararag ti tunggal maysa kadatayo.,Ilocano
"Na yalo tabu e uqeti keda meda vakaraitaka na yalo ni veidokai, meda rai tiko ga kina vei Jiova.",Fijian
"Oti e dua na yabaki nodrau vakawati, e cakava e dua na yalewa na kad ni vakanuinui vinaka qai solia vei watina.",Fijian
E nodra itavi na itubutubu vaKarisito mera vakavulici nodra lewe ni vuvale ena muri ni ivakavuvuli vakaivolatabu.,Fijian
"E kaya na ivola The Narcissism Epidemic, ni o ira na dau qara na bula vutuniyau era ""sega ni dau vakasama vinaka, era tautauvimate me vaka na mosi ni itilotilo, mosi ni daku, kei na mosi ni ulu, ra gunu vakalevu, ra vakayagataka tale ga na wainimate gaga.",Fijian
"E uqeti keda na yapositolo o Pita meda muria na ivakarau ni bula e vakadonuya na Kalou ena noda 'waraka da qai namaka tiko na kena lako mai na siga i Jiova, me na vakawaicalataki kina na lomalagi e kama tiko, era na vakawaicalataki tale ga ena levu ni katakata na ka era tu e lomalagi kei vuravura!'",Fijian
"Oqo na ka a vakadinadinataka o Eparama, baleta ga ni a ""vakabauta na Kalou [o Jiova].""",Fijian
"E sega ni bibi mo kila ga na gacagaca ni motoka kei na kena yaga, e bibi mo nuitaki tale ga ni o draiva.",Fijian
"Nida tomana tiko noda sasaga, meda veivukei meda kua ni soro koso. - Cakacaka 14: 21, 22.",Fijian
